Date,D.YieldCurve,D.SahmRule,D.D.Ln.WagesPhillyMSA,D.Ln.NonfarmEmployeesPhillyMSA,D.Ln.NonfarmEmployeesPhilly,D.Ln.PersonalSavingsRate,D.Ln.NYCGasPrice,D.Ln.CarSales,D.Ln.RealRetailFoodServiceSales,D.Ln.UnemploymentRate,D.Ln.PPI,D.Ln.UnemploymentPhillyMSA,D.Ln.UnemploymentPhilly,D.Ln.CorporateProfits,D.Ln.RealGDP,D.Ln.AlcoholSales,D.Ln.PrimeEPOP,D.Ln.UncertaintyIndex,D.D.Ln.HousePriceIndexPhillyMSA,D.Ln.BuildingPermitsPhillyMSA,D.EconomicConditionsPhillyMSA,D.Ln.CPIPhillyMSA,D.Ln.InitialClaimsPA,D.Ln.ContinuedClaimsPA,D.Ln.NewManufacturingOrders,D.Ln.ConsumerConfidence,D.Ln.ManufacturingHoursWorked,D.Ln.PCE,D.Ln.RealDisposablePersonalIncome,D.Ln.HousingStarts,D.Ln.HousingSupply,D.D.Ln.GovtSocialBenefits,D.Ln.GDPPriceIndex,D.Ln.GDP,D.Ln.PCEPriceIndex,D.Ln.CPIU,D.Ln.10YearTreasury,D.Ln.3MonthTreasury,D.Ln.FedFundsRate,D.Ln.OilPriceWTI,D.Ln.FHFAHousePriceIndex,D.Ln.NonfarmEmployment,D.Ln.PersonalIncome,D.Ln.Wage&Salaries,D.Ln.NonresidentialInvestment,D.Ln.ResidentialInvestment,D.Ln.SP500,D.D.Ln.MedianHomeValuePhilly,D.Ln.AmusementBase,D.GrossReceiptsBase,D.NetIncomeBase,D.NPTBase,D.Ln.ParkingBase,D.Ln.RTTBase,D.Ln.SalesBase,D.Ln.WageBase
1997-01-01,-0.028150537634408446,0.0866666666666667,-0.008285277840821337,0.007210893342398883,-0.008117776593916659,-0.021053409197832496,-0.05807522543482463,0.012175859237492759,0.0104234588738219,-0.018928009885518904,0.0005189413712729518,-0.032157111634531166,-0.025540766572162976,0.034091607201731655,0.00643489522997065,0.02264378141439316,-0.0004139929680322396,-0.059453073662850464,-0.0062413662599158926,0.049726019211609795,0.21666666666666634,0.006614283977810942,-0.1422310372071287,-0.02821635399993916,0.02814772632457796,0.002461961204437202,0.0016038495819747922,0.014896312240558984,0.009478900281193248,0.010995548843665937,-0.17224590480521318,0.01474836376819244,0.004469916825200926,0.012379097232003033,0.004404739062214169,0.006073953117144093,0.034094211342975855,0.016606160416384963,-0.0006315124933591321,-0.07801279967561259,0.006280400907420436,0.006207794905812136,0.017722446403585224,0.019277039655756667,0.021637653948202384,0.009772275274890774,0.07779286398393115,0.003976850606230542,-0.7505545815304338,0.043919851310677965,0.04062087588461544,0.0743433003403009,-0.016235884034760062,-0.3699912475376017,0.07558260676831097,0.049908268752908214
1997-04-01,-0.09858333333333352,-0.2233333333333333,-0.0055577723897926035,0.005163466695027097,-0.0019019976703393837,0.05686286189454326,-0.084650826579387,-0.045918454917903695,-0.00446272193622832,-0.0456105112520524,-0.010168253429252871,-0.03322564762832059,-0.014044244991555654,0.02657813334479453,0.01648341355909011,0.02147347705564684,0.0028943580263645075,0.29920068603830785,-0.006566881805140312,-0.09022987703810692,-0.06999999999999984,0.002961439793033982,0.08787539558277757,-0.03034550690439808,0.027674196300326415,0.005314104630029348,0.0024009615375382154,0.006994189854664157,0.008828735639550445,0.029798216626071294,0.029631797606371357,-0.01795689822912827,0.0049746316012306835,0.018502460122904907,0.0025038365655802863,0.0022942965533720994,0.020111286175808818,-0.0026385239581812048,0.045686957545550744,-0.13294574107044843,0.00811450106968703,0.00714645570106498,0.011878264787227977,0.01557221868437253,0.01991065682519455,0.01875776898790793,0.04826529698343851,-0.0011085469220581956,0.6744847104282954,0.16715204476084766,0.1381320343661543,-0.01827074609347301,0.08969372470829029,-0.014437869119017677,-0.09464845295888225,-0.04758303688514687
1997-07-01,-0.08531249999999968,0.1033333333333333,0.012688461157219777,0.008757030542596134,0.0013017575562797035,-0.08381867188307135,0.08335070726550997,0.046837444948492735,0.01663525040814484,-0.027028672387919395,0.0,-0.04138521616285429,-0.007421411155335456,0.03982381186722428,0.012430895597399072,0.011972208181004085,0.005353111403652022,-0.2685728920374686,0.012143283141403671,-0.023355162331438528,0.8199999999999994,0.004391278372416707,0.01735167652278058,-0.01446164298598518,0.07250957783530332,0.003294735520482206,-0.0007996801705645318,0.01953535905733972,0.011694573568705735,-0.012498742415607111,-0.06016852146645291,-0.0020587002020802103,0.0029541722280814753,0.016762230445625192,0.0026359070267441,0.004987541511039417,-0.07009566237084575,0.0,0.0018088639240259052,-0.006208594488141372,0.007289403356786295,0.0058120540319794856,0.01596901875857526,0.017402380949967267,0.042292662352371835,0.017771347150826067,0.12032295799759574,-0.0014614929700513812,-0.14339455303935722,-0.01833928693974947,-0.021555507221538484,0.04898468310174128,-0.08737024818758599,0.410222118462805,0.2888933563545457,0.039919973221781646
1997-10-01,-0.166663306451613,-0.0666666666666666,0.012969868967365628,0.008464263304526654,0.009511313392943421,0.03753791931906503,-0.1417574540332568,0.01942055070528559,-0.0008320031890409751,-0.04196419909903182,0.00235571369245946,-0.035846131773136,-0.04464360504065712,-0.016931866609357193,0.008551496628733446,0.01899205742120813,-0.0016440612005661492,0.1302156910786163,0.0010620098096829622,0.05633932075389758,-0.47666666666666613,-0.0002588192114147958,0.007374360261092505,0.016933624377603707,-0.01932344764256122,-0.0002407367393759685,0.004788516731796921,0.01502619560023355,0.014622629099198647,0.0497370875557257,-0.023530497410193973,-0.0008159819197528506,0.003573607320497274,0.011829341790379644,0.0031317055956838757,0.005375245524507299,-0.055432571279062426,0.008549871221238403,-0.004830927269665386,0.007378869636331942,0.010751888542413823,0.007876113775854066,0.019115352695793675,0.022655606107264248,0.0023386450168816353,0.017790312614510917,0.022297981614671336,-0.005814696396296171,0.31787697853504326,0.06365137011239502,0.06150780463384614,-0.06097963727800787,0.06486033135941582,0.18770486110296503,-0.2234461599575681,0.01652695137140725
1998-01-01,-0.030462718138551004,0.056666666666666594,-0.039897196259071066,0.005303163161447522,0.0033151115192904257,0.16014769929963268,-0.18962114870274815,-0.04947550266858114,0.0049979522220215955,-0.007168489478612816,-0.019535996178748682,-0.029631797606370913,-0.002416228968590506,-0.08139241674607156,0.00994518148361756,0.014810315782732175,-0.0004114379815289837,0.22715047472931094,0.00823395450557829,0.18906200976621967,-1.206666666666667,0.001211433279917351,0.012982287396310355,-0.01630895072288574,-0.0006038039833242692,0.0026395981221796205,-0.0031897953681001567,0.010136260511753648,0.020830860232015525,0.01725668362331323,-0.04879016416943216,0.01172815747754452,0.001014876031877776,0.011407881497815353,7.56098266450067e-05,0.002059732963010319,-0.05569885012299802,-0.007229739016315406,0.0024183808642816995,-0.22272592758711252,0.012371976631563975,0.0060960059316013115,0.021967922046226107,0.02045365268412347,0.026118039392073022,0.023295954863251644,0.07152013154768788,-0.0003973964010519637,-0.6384499245644015,-0.04053456172067796,-0.0466525944276924,0.0983432003476391,-0.008738778300592998,-0.017400854219015827,-0.021793815750793755,0.05052119311381631
1998-04-01,-0.1063908404892012,-0.09000000000000001,0.04351274413512751,0.0019640521528669908,-0.0028196204775410294,-0.0648375194953077,0.012153525790981168,0.09094593555587771,0.018974449642076507,-0.05167201054432069,-0.0008001067235747783,-0.02281467776617152,-0.03838479017052765,-0.004009627478605893,0.009215478123712373,0.0007986582965848754,0.0004114379815289837,-0.10805430563739638,-0.014991246951131743,-0.15462486468597358,-0.09666666666666668,0.003402089136874231,0.02871119714869863,-0.02576399333328183,-0.001963443738427273,-0.0007540116093718296,-0.008824766455436617,0.019255276591270132,0.013657666089510911,0.008729960692302363,-0.025317807984289953,-0.011877610379277037,0.00259925634367697,0.011574244942551104,0.001804044035161212,0.003286773706623336,0.0017883760355126288,-0.015287768663126755,-0.0036297680505787966,-0.08538051929025459,0.01376845221893852,0.006300246531242948,0.016870933094644158,0.017177202059720287,0.028239541312204963,0.040899996573672937,0.08297655682908278,0.003702094915354337,0.34490940005446546,-0.012988770896065649,-0.06316104187384664,-0.0738425145365369,0.0778436551247097,-0.041990668707562406,0.14344367868229568,-0.07498060177594823
1998-07-01,0.03632936507936509,0.2233333333333333,-0.03308754886513654,0.006234009311281596,-0.0013879940760039844,-0.0390293439057352,-0.10188802460516799,-0.08324878232739374,-0.004679005332103969,0.02985296314968111,-0.00508226317949223,-0.031252543504104224,-0.0032128472336869773,0.010090709478045135,0.012447876736475294,0.01568348978367684,0.002054654513663934,0.3764688384413599,-0.008382124779572564,-0.03205261002905857,0.45999999999999996,0.0035267735656274724,-0.025767405082767425,0.011564165076084265,0.006211075185849069,-0.005104206552004165,0.0,0.01603853157761037,0.01002369577791562,0.03683696071835563,0.04184710993550045,0.002533665342873803,0.0038663694372322865,0.016737962731383504,0.0030895209225709763,0.005114054308385185,-0.07287173656210877,-0.031295070907706446,0.006042314455962705,-0.03023888792670615,0.012938883405290369,0.00565229293756353,0.014064790191472554,0.017195415853640483,0.011598711796239947,0.03867542856529127,-0.023453972510277588,0.0021558058096520227,0.03944035015370062,-0.034560419205891105,-0.03688049660307691,0.009991810012306812,-0.05004485898450284,0.03460822441229183,-0.027479871471417283,0.09988062693773614
1998-10-01,0.21439516129032243,0.0,0.0380523270546389,0.004956872894513076,0.013989686804584345,-0.09381875521765481,-0.11930457371742698,0.10131538333770962,0.024406346189532968,-0.022305757514298197,-0.006726784412751208,-0.024097551579060683,-0.03796296816392175,-0.029239479722520834,0.016029638409595037,0.014976879009131139,0.0,-0.20901169636134664,0.02510261345172271,0.045255792141539075,0.2033333333333336,0.008793102497067551,-0.03727843174944567,-0.021029014334354557,0.0040813583423098265,-0.0028108919589060477,0.0016103063061039258,0.016958301635442652,0.007888589679792446,0.05428228428456716,-0.07663322602091571,-0.002148707224651325,0.0026883338598633344,0.018777980355340063,0.002629864829126305,0.004681942394796579,-0.10814037417842504,-0.1257622627267485,-0.12975196878198547,-0.09481815181909381,0.01625792902650325,0.005989913900549482,0.012278658237255158,0.016757059892920978,0.026431520213420434,0.032113574435951975,0.034786300070649645,0.007138994327483772,0.17628849031997973,0.02064239969084214,0.01589388822461539,0.1538439701318304,0.02319167022265134,-0.1147119304824109,0.06234601307805576,-0.062276534114097615
1999-01-01,-0.14646483342147001,-0.1566666666666666,-0.07132832987639226,0.006376323223970637,-0.0025468985702596925,0.005449604767564509,-0.016929022793210402,-0.0026882799348544317,0.014846385611129165,-0.03053672386008177,-0.00704419060180328,-0.024692612590371477,-0.024088072393255944,0.0645880274498527,0.009420208985671863,-0.001549667131756749,0.004096687417330713,-0.2782739145936679,-0.013859283671443734,0.016148435235688652,0.3599999999999999,-0.005903885051707469,0.017188050990938564,0.011965010431644885,0.0005360829574154735,0.005784075645895115,-0.002416432911628519,0.012249997246819078,0.008993744833457384,-0.007576529686678768,0.06010392406970522,0.013081029094571761,0.0032481279217524417,0.013176538245202707,0.002614161596116382,0.003648899244210746,0.06493993948777987,0.03541555650689632,-0.026408761973297112,0.010253870923425445,0.014518599149574207,0.005923002834800073,0.011274260268972824,0.01779502335845784,0.020522932331388688,0.013185530553573521,0.11492540127690898,-0.0039348298564920725,-0.622526039030145,0.03608370309261258,0.02668094324769238,0.05477857519812235,0.004883302079605301,-0.09803569816407531,-0.11778112133337615,0.12980615560810094
1999-04-01,0.11785092213114759,0.019999999999999997,0.05204236530357953,0.00683019581987665,0.006355125026016317,-0.2177234838448705,0.3020218338773608,0.02573387675394212,0.013215689503216055,-0.00778214044205483,0.015378692402650884,0.016529301951210496,0.049217819197461266,-0.008111425121669846,0.007662156978733847,0.021328004454229443,-0.0020462458541583572,-0.11591388214646159,-0.003207965166169835,0.043140771545301604,-1.0633333333333335,0.01691784225291393,-0.02602266596079872,-0.010881969819612536,0.013562658876816513,0.0013485795021876967,0.0,0.019917648448309677,0.002247936307302467,-0.08227152870438825,-0.016807118316381153,-0.010604302777163177,0.004353866488747471,0.011286287637236825,0.005453145990970576,0.007458960093627454,0.10589548959060657,0.010534333684959263,0.002812941376614697,0.3004162557431749,0.014848312392323315,0.006346195360574569,0.008815428539381998,0.010028193132976426,0.023657206092550176,0.02626792682060941,0.054703139025821024,-0.00015656895023496986,0.6269484002000887,0.18916235191909192,0.1130310033323072,0.7066027396448451,0.07383387041758027,-0.03382650252990871,0.09691595789769991,-0.11920450260996773
